-0.88254,2.1659,1.2537,3.8289,0.37542,-5.4401,-0.51681,0.88886,4.0079,0.79437,0.56086,-0.23327,-0.57676,0.81691,5.249e-05,0.19059,0.1345,0.97241
0.63053,1.6022,1.6169,2.3632,-1.0463,-1.7015,-0.66454,0.05001,3.9528,-0.20176,-0.96459,-0.16989,0.41765,-0.24162,0.87589,-0.88593,0.10577,0.4516
0.85788,2.5143,2.4753,0.85839,-0.53443,-5.4392,-2.0692,-1.9741,0.96334,0.44964,-0.88847,0.091861,0.034581,0.12008,0.99216,-0.89254,-0.44294,0.084718
0.68397,2.8924,-0.15305,-3.9482,-0.81534,5.4264,-0.71657,-0.10199,3.2282,0.51233,-0.67524,0.53063,0.70988,0.68071,0.18082,-0.4833,0.28404,0.82809
2.2492,2.5581,-1.1064,2.1362,1.8798,2.7333,0.069533,0.82531,1.1599,-0.49078,0.64548,-0.58524,0.17355,0.73065,0.66032,0.85383,0.22251,-0.47061
1.4887,3.0339,1.5965,2.4997,-0.62584,3.4407,-0.50767,-3.1267,0.56314,-0.18649,0.50971,-0.83989,0.88864,-0.27706,-0.36545,-0.41897,-0.81451,-0.40128
1.8025,1.4045,2.4815,-1.3732,1.625,-3.4406,-0.50069,-0.9099,2.9554,0.20587,-0.84165,0.49925,-0.30978,0.42789,0.84909,-0.92825,-0.32946,-0.17263
-1.4672,1.1257,0.51406,-0.38449,0.18442,3.4301,0.37301,-3.1132,2.4133,-0.064102,-0.2509,-0.96589,0.98359,0.1477,-0.10364,0.16866,-0.95668,0.23731
-1.6584,2.7664,2.8389,0.65223,0.10115,2.433,0.14145,2.1088,-0.70372,0.013584,0.82535,0.56446,0.99984,-0.0044719,-0.017523,-0.011938,0.56461,-0.82527
-2.2449,2.0377,-0.070217,1.3911,-2.113,4.5476,-0.05544,-1.0296,2.4806,0.39127,0.34078,0.85486,-0.055263,-0.91854,0.39145,0.91862,-0.2004,-0.34056
-0.6862,2.0455,0.0098581,-2.3076,-0.30877,4.8489,1.1231,-1.1266,3.2814,-0.036741,-0.70617,-0.70709,0.89919,0.28536,-0.33171,0.43602,-0.64799,0.62449
-2.1114,3.0022,1.7417,-3.8879,1.0205,-3.0371,1.1492,2.7143,1.1407,0.66584,0.5719,-0.47915,-0.71382,0.30149,-0.63211,-0.21704,0.76291,0.60898
0.50541,1.3177,0.87713,2.9169,0.29931,-1.1197,2.1986,1.1632,3.3432,0.48353,-0.84124,-0.24189,0.17686,0.36454,-0.91424,0.85727,0.39928,0.32505
1.6633,3.0023,2.3192,4.9241,1.4783,0.57331,-0.49469,-2.1629,-0.2771,-0.054228,0.99807,0.030314,0.2226,0.041678,-0.97402,-0.9734,-0.046072,-0.22443
-1.7316,1.2234,2.8601,0.29991,-1.5666,-0.97424,0.24781,0.21556,3.3097,0.87546,0.4652,0.13101,-0.43898,0.65201,0.6182,0.20217,-0.59872,0.77503
0.90886,2.9845,-1.0315,4.1651,1.1457,-6.2794,0.090097,1.0157,1.5564,-0.75038,-0.3869,-0.53594,-0.60344,0.070048,0.79432,-0.26978,0.91946,-0.28603
-0.13546,0.79898,-0.37217,2.6043,0.88077,-4.4512,1.758,-0.52289,-0.27666,-0.11349,0.93801,-0.3275,0.91388,-0.030767,-0.40482,-0.3898,-0.34524,-0.85374
2.4389,1.2562,-0.10701,4.7625,-1.4526,5.3024,-1.3092,2.033,1.4614,-0.19575,0.025391,-0.98033,-0.79481,0.58145,0.17376,0.57442,0.81319,-0.093635
0.54526,1.4689,0.59162,4.7807,-0.85599,-0.058756,2.1504,0.67775,3.1658,0.2338,0.91004,0.34229,-0.35272,-0.24868,0.90208,0.90605,-0.33164,0.26284
-0.29047,1.7139,0.90588,4.0693,1.7486,-2.074,1.1751,0.23334,3.2089,0.72055,-0.69244,0.036472,-0.28677,-0.34548,-0.89354,0.63132,0.63338,-0.44751
1.5648,2.018,1.7469,5.1522,1.199,6.2509,-0.6097,-1.7018,3.1555,-0.33966,0.44381,-0.82925,0.4106,-0.72325,-0.55526,-0.84619,-0.52909,0.063435
2.9135,0.96932,0.34168,-2.1516,0.027623,2.509,-3.2367,0.73453,1.4265,-0.1763,0.39979,0.89949,0.284,0.8956,-0.3424,-0.94248,0.19509,-0.27143
-2.2977,1.4279,-0.30649,-2.1522,-0.9055,-2.1428,-2.0456,-1.5965,1.6214,-0.14893,0.9476,-0.28261,-0.081146,-0.29655,-0.95156,-0.98551,-0.11878,0.12106
0.60494,0.61566,0.369,4.7002,1.6364,-2.7823,1.8656,2.1525,0.82348,0.44736,0.37867,-0.81023,-0.64657,-0.48899,-0.58553,-0.61792,0.78581,0.02608
-1.3763,2.9962,2.844,3.9895,-1.3571,-6.0541,-0.72346,0.9763,-0.89237,0.22636,0.42941,-0.87428,0.74814,-0.65142,-0.12625,-0.62374,-0.62551,-0.46871
-0.63031,0.66751,1.4173,-2.212,-0.28591,-5.2974,2.449,-1.9857,2.9694,0.51425,0.76769,0.38235,-0.7143,0.13663,0.68637,0.47468,-0.62608,0.61863
0.88948,1.164,0.45209,-3.3398,2.216,3.7493,1.3505,1.4879,1.6517,0.93363,0.1082,-0.34151,0.27141,-0.83586,0.47715,-0.23383,-0.53817,-0.80975
0.4463,1.381,2.8725,-0.15869,1.8343,4.5381,-1.0292,-0.37221,1.8732,-0.51383,0.84012,0.17369,0.82476,0.53948,-0.1695,-0.2361,0.056159,-0.9701
0.67576,1.5397,3.0332,1.7857,0.35477,5.527,-1.33,-1.3756,2.2276,0.64673,-0.52328,-0.5549,0.57228,-0.14805,0.80659,-0.50423,-0.8392,0.20372
1.8219,0.62952,2.9844,1.8406,1.2268,4.3316,0.50037,0.64635,3.1555,0.36753,-0.92339,-0.11076,0.35025,0.24776,-0.9033,0.86154,0.2932,0.41447
0.5858,2.5917,-0.096188,1.3529,1.1954,5.2076,0.41591,-0.49925,3.1352,-0.82952,-0.52628,0.1869,0.082554,-0.44653,-0.89095,0.55234,-0.72363,0.41385
0.85901,1.0045,0.40832,-1.0417,0.26955,1.1198,2.0336,2.6077,1.7936,0.096074,-0.028744,0.99496,0.88192,-0.46099,-0.098477,0.4615,0.88694,-0.018939
1.3832,1.9321,1.0658,0.24837,0.90782,-3.8316,0.027691,-0.593,4.093,0.62153,0.59176,0.51335,-0.78062,0.4128,0.46928,0.065792,-0.6924,0.7185
-2.093,1.0129,0.02107,-1.642,-0.065468,1.8083,-1.5763,-2.6463,0.86334,-0.38798,-0.34335,0.85533,-0.78347,0.61164,-0.10986,-0.48543,-0.71275,-0.50631
-1.5707,0.76936,0.053122,4.1998,-0.10513,5.48,-0.06471,-3.0858,0.27911,0.24888,0.60374,-0.75733,0.96422,-0.22821,0.13493,-0.091367,-0.76381,-0.63894
-1.8929,2.8601,1.2371,-3.0084,1.0897,-2.3763,0.78645,2.0924,2.5915,-0.48444,0.85735,0.17395,-0.87196,-0.4893,-0.016726,0.070774,-0.15978,0.98461
-2.0898,2.4563,-0.44199,-2.3612,1.1173,-2.0807,-0.18384,-1.2286,2.1775,-0.96411,-0.13403,-0.22918,0.15305,0.42478,-0.89227,0.21694,-0.89532,-0.38902
-1.6357,1.7372,2.3437,-4.6867,-1.3497,0.81579,0.78496,1.384,2.8987,-0.12427,0.1159,0.98546,0.11369,-0.98495,0.13018,0.98571,0.12822,0.10922
2.4216,2.4369,-0.15048,-1.684,-1.9036,2.2181,0.29716,0.62764,2.7098,0.51492,-0.83175,0.20749,-0.008049,-0.24673,-0.96905,0.8572,0.49731,-0.13374
1.8819,1.6302,-0.18542,0.78686,0.93327,3.5793,-0.32473,2.3322,2.4031,-0.86626,0.4693,-0.17129,-0.36681,-0.3647,0.85583,0.33917,0.80421,0.48807
-1.1777,2.0306,-0.027974,-3.0603,-0.24028,4.4409,0.62744,-1.5491,3.2175,-0.95778,-0.2522,0.13804,0.056011,-0.63459,-0.77081,0.282,-0.73054,0.62193
